1.32,1.24,1.03
1.32,1.24,1.02
1.24,1.14,1.04
1.03,1.10,1.01
1.03,1.01,1.01
1.03,1.05,1.01
1.03,1.10,1.08
1.03,1.10,1.08
0.96,1.05,1.01
0.96,0.92,0.93
0.96,0.92,1.03
0.96,0.92,1.02
0.96,0.92,0.95
0.96,0.92,1.08
0.83,0.92,1.03
0.83,0.92,1.00
0.83,0.92,0.83
0.83,0.92,0.92
0.83,0.92,0.93
0.93,0.92,0.95
1.16,0.92,1.05
